Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
8850	-966.6189	-936.7891	-29.82973	0.671852	1.18388	0.536542	2.8745	0.825566	1.65035	4.63179	5.25314	4.62847	6.95362	1.72288	3.03592	1.3759	0.923548	0.265245	0.53024	0.671852	1.18388	0.536542	0	0	0	0	0.950254	0	-0.174501	-0.843783	1.51238	-0.559603	0.235937	0	0.7717447	0.6919244	0.3899579	1.576269	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	-0.611421	0	0.49479	0.127716	0.379864	0.796878	-0.785132	-0.627963	1.57627	0.771745	2.348014	0.923548	0.265245	0.53024
8860	-961.2701	-934.9477	-26.32243	0.726504	1.13727	0.619934	3.12716	0.761117	1.6689	4.27192	5.45601	4.4193	6.61695	1.05741	1.65527	0.9023	1	0.243389	0.533678	0.726504	1.13727	0.619934	0	0	0	0	0	-1.57614	-0.0216782	-0.843783	-0.165598	0	0	0	0.5186946	0.7374169	0.6870598	1.583715	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0.298799	0	0.494791	0	0.671665	-0.107343	-0.785132	-0.627963	1.58372	0.518695	2.10241	1	0.243389	0.533678
8870	-961.307	-935.6502	-25.65672	0.633446	3.07211	1.53294	3.52169	1.87945	1.87945	5.91396	5.91396	7.27148	8.43199	0.549911	2.66697	1.33079	1	0.533678	0.533678	0.633446	3.07211	1.53294	0	0	0	0	0	0	0.0605428	-0.383227	1.77398	0	0	0	0.6016552	1.193754	1.151907	2.317059	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	-1.16698	0.757184	0	0	0	0.334357	0	-0.627963	2.31706	0.601655	2.918715	1	0.533678	0.533678
8880	-958.8985	-936.2181	-22.68043	1.10137	1.49378	1.49378	4.15998	1.51308	2.22009	7.18566	7.89548	5.2432	10.1622	1	1.3563	1.3563	1	0.363723	0.533678	1.10137	1.49378	1.49378	0	0	0	0	-0.00716282	0	-0.0984227	0	0	0	0	0	1.06963	1.169614	1.101368	2.408652	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	-0.102034	0	0.304759	-0.383401	-0.627963	2.40865	1.06963	3.478282	1	0.363723	0.533678
8890	-960.4317	-932.7043	-27.72737	0.596204	1.93023	1.00144	3.91818	1.08963	2.09105	5.73875	6.58003	5.84166	8.46277	0.568659	1.84105	0.955172	1	0.278095	0.533678	0.596204	1.93023	1.00144	0	0	0	0	0	0.718542	0.795753	0	1.67453	0	0	0	0.6765485	1.394377	1.04844	2.074479	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	-2.28832	-0.109665	0	0	0	0	-0.65183	-0.627963	2.07448	0.676549	2.751027	1	0.278095	0.533678
8900	-961.2373	-933.136	-28.10129	0.358762	1.04552	0.575264	3.3857	1.38804	1.21391	6.50903	5.71699	5.91151	8.6411	0.598141	1.74314	0.959103	1.24668	0.511105	0.446985	0.358762	1.04552	0.575264	0	0	0	0	0	1.27899	0	-0.101055	1.52458	0	0.514897	-0.209253	1.267567	1.177747	0.5997943	1.786814	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	1	0	2.22364	0	0.191881	0	0	0	-0.627963	1.78681	1.26757	3.05438	1.24668	0.511105	0.446985
8910	-961.8941	-935.9613	-25.93276	0.747133	1.69223	0.5666	3.80027	1.13401	1.20775	5.51552	5.68614	4.13189	7.38559	1	2.26496	0.758365	1.44277	0.430526	0.458522	0.747133	1.69223	0.5666	0	0	0	0	0.17708	-0.581287	-1.61112	0	0	0	0	-0.194657	0.6021166	1.081684	0.7471329	1.733017	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0.3656	0	0.107145	1.09415	-0.27659	0	-0.627963	1.73302	0.602117	2.335133	1.44277	0.430526	0.458522
8920	-963.0145	-935.1776	-27.83689	1.27328	2.12477	1.27328	4.66829	1.3435	1.43649	6.21569	6.43765	4.62863	8.04045	1	1.66874	1	1.47609	0.424807	0.454209	1.27328	2.12477	1.27328	0	0	0	0	-0.823563	-0.803763	1.39143	0	0	0	0	-0.206778	0.3060537	1.791496	1.273277	2.080812	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1.40875	-0.2245	0.232923	0.512069	0	0	-0.627963	2.08081	0.306054	2.386865	1.47609	0.424807	0.454209
8930	-955.8248	-935.3182	-20.50669	1.03137	2.76995	1.05212	3.67496	1.96124	1.96124	5.69735	5.69735	3.98364	7.68917	0.978548	2.62809	0.99824	1	0.533678	0.533678	1.03137	2.76995	1.05212	0	0	0	0	0	0	-0.547058	0	0.0643305	0	0	0	0.04324052	1.432146	1.053976	2.417899	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.94281	0	0	-0.627963	2.4179	0.0432405	2.46114	1	0.533678	0.533678
8940	-960.2769	-933.6864	-26.59045	0.807022	1.5796	1.15814	3.82187	1.47778	2.03965	5.65105	6.101	4.00577	7.84675	0.765693	1.49871	1.09883	1	0.386665	0.533678	0.807022	1.5796	1.15814	0	0	0	0	0	1.11414	0	0	0.791984	0	0	0	0.2402245	1.876867	1.053976	2.258467	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	-1.73066	-0.0269634	-0.249073	0	0	0.115938	-0.322233	-0.627963	2.25847	0.240224	2.498692	1	0.386665	0.533678
8950	-960.9948	-933.1437	-27.85116	1.54699	2.63203	1.54699	4.01092	1.19695	2.14054	5.44024	6.6304	3.96539	7.94617	1	1.70139	1	1	0.298424	0.533678	1.54699	2.63203	1.54699	0	0	0	0	-0.36059	-1.82986	0	-0.726865	0	0	0	0	0.2820844	1.37532	1.546985	2.17411	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1.02676	-0.151105	0.353922	0	0.531448	0	-0.581277	-0.627963	2.17411	0.282084	2.456194	1	0.298424	0.533678
8960	-962.9604	-936.0879	-26.87244	0.930113	1.50861	1.43158	3.06691	1.20672	1.41801	5.02642	5.04445	5.81633	7.09779	0.737155	1.19564	1.13459	1.16116	0.456876	0.536869	0.930113	1.50861	1.43158	0	0	0	0	0.543173	0.452901	0	0	0	0.16194	-0.40625	-0.00662332	0.707223	1.480596	1.261759	1.737783	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	1.87412	-0.118854	-0.190587	0	0	0	-0.627963	1.73778	0.707223	2.445006	1.16116	0.456876	0.536869
8970	-958.4518	-935.437	-23.01472	1.54331	3.13574	1.76845	3.81345	0.757573	1.41437	4.99308	5.64988	2.594	6.61848	0.862248	1.75194	0.98803	1.29348	0.25696	0.479737	1.54331	3.13574	1.76845	0	0	0	0	0	0	0	-0.204529	0.439677	0	0	-0.136652	0.2984436	2.151195	1.789871	1.598704	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0.400468	0	-0.58009	-0.627963	1.5987	0.298444	1.897148	1.29348	0.25696	0.479737
8980	-959.2574	-936.6886	-22.56873	1.72497	1.72497	1.72497	3.81603	0.716425	1.34576	5.24922	6.0786	2.97073	7.13748	1	1	1	1.34041	0.25165	0.472709	1.72497	1.72497	1.72497	0	0	0	0	-0.361894	-0.442634	0	0	0	0	0	-0.155578	0.5939662	1.536209	1.724966	1.543774	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	-0.222964	0	0	0	0	-0.58009	-0.627963	1.54377	0.593966	2.13774	1.34041	0.25165	0.472709
8990	-963.1773	-933.6093	-29.56799	0.961399	2.8184	1.87963	3.36509	0.715651	2.1173	5.07809	6.47974	3.8303	7.69406	0.483785	1.41824	0.945846	1.5073	0.320556	0.948386	0.961399	2.8184	1.87963	0	0	0	0	0	0	0.748164	-0.28353	2.15404	0	-0.700163	-0.0925561	0.7052325	2.432209	1.987245	1.721182	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	0	-0.376953	0	-0.439015	0.00332162	-0.780375	0	1.72118	0.705233	2.426415	1.5073	0.320556	0.948386
9000	-966.9051	-934.6288	-32.27626	0.875318	3.4678	1.60731	3.70408	1.45942	2.96438	5.23677	6.75923	4.75537	8.29969	0.516091	2.04463	0.947674	1.20982	0.476671	0.968218	0.875318	3.4678	1.60731	0	0	0	0	-0.367735	-0.345194	1.37772	-0.752941	1.96227	0	0.31287	-0.157151	0.08519205	2.278708	1.696053	2.521146	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1.17123	0	-0.5567	0	0	-0.780375	0.0988091	2.52115	0.0851921	2.606338	1.20982	0.476671	0.968218
9010	-959.2889	-935.1729	-24.11602	0.555011	2.54465	1.39576	2.97245	2.03908	2.12409	5.37059	5.46674	4.59326	7.71254	0.596541	2.73506	1.5002	1.26826	0.870016	0.906286	0.555011	2.54465	1.39576	0	0	0	0	-0.117896	0	0.235382	0	1.53253	0	0	-0.126195	0.2720868	1.427925	0.930381	2.343726	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0.208541	0	0.748509	0	0.447572	0	0	2.34373	0.272087	2.615812	1.26826	0.870016	0.906286
9020	-960.3812	-934.3106	-26.07058	0.924658	1.34235	1.22445	3.63462	1.71687	2.01303	6.03693	6.66053	5.47898	8.90721	0.923965	1.34135	1.22353	1.51869	0.717378	0.841124	0.924658	1.34235	1.22445	0	0	0	0	0	-1.13463	-0.920452	0	0.234595	0	0	-0.221888	0.7343362	2.164034	1.000749	2.324603	0	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	-0.463102	-0.552899	0	0	0.208168	-0.0873224	0	2.3246	0.734336	3.058939	1.51869	0.717378	0.841124
9030	-961.8684	-934.4775	-27.39088	0.981876	2.4608	2.22759	3.90115	1.63604	1.77236	5.65173	5.86358	6.43764	7.67024	0.560274	1.40417	1.2711	1.73785	0.72881	0.789537	0.981876	2.4608	2.22759	0	0	0	0	-0.979969	-0.733397	0.513722	0	0	0.30764	0.0447648	-0.301486	0.2128733	2.069336	1.752493	2.244807	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	-1.32203	1.28125	0	0	0	0	0	0	2.24481	0.212873	2.45768	1.73785	0.72881	0.789537
9040	-958.8909	-934.3983	-24.49266	0.630033	2.94378	1.42936	3.19404	1.71029	1.71988	5.64101	5.72834	3.77814	7.49115	0.560274	2.61783	1.2711	1.51369	0.810527	0.81507	0.630033	2.94378	1.42936	0	0	0	0	0	-0.291503	0	0	0	0.30764	0.196617	-0.255334	0.4085906	1.349853	1.124509	2.110098	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1.1097	0	0.266552	0.376218	0.622899	0	0	0	2.1101	0.408591	2.518688	1.51369	0.810527	0.81507
9050	-954.2097	-934.2674	-19.94231	0.419668	2.00344	1.69125	3.07433	1.89161	1.99384	5.70879	5.81102	4.6283	8.07406	0.373201	1.78161	1.50399	1.35829	0.835747	0.880911	0.419668	2.00344	1.69125	0	0	0	0	0	0	0	-0.764088	0	0.5234	0	-0.162615	0.5252747	1.739867	1.124509	2.26338	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26338	0.525275	2.788655	1.35829	0.835747	0.880911
9060	-957.8719	-935.1038	-22.76809	0.355218	1.69576	1.43152	3.71782	2.17998	2.30981	6.64436	6.89539	4.8917	9.14486	0.373201	1.78161	1.50399	1.40017	0.821008	0.869903	0.355218	1.69576	1.43152	0	0	0	0	-0.580328	0	0	-0.764088	0	0.5234	0	-0.178742	0.4424113	1.341392	0.9518132	2.655255	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0.481262	0	0	-0.29724	0	0	0	0	2.65525	0.442411	3.097666	1.40017	0.821008	0.869903
9070	-955.5513	-933.7731	-21.7782	0.290874	0.849595	0.807828	3.41926	0.92772	1.77428	5.01693	5.86349	3.37195	7.12619	0.745788	2.17832	2.07124	1.59031	0.431486	0.825225	0.290874	0.849595	0.807828	0	0	0	0	0	0	-0.0793624	-0.158593	0	0.155758	0	-0.24636	0.4737252	1.207909	0.3900221	1.778787	0	0	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0.042064	0	0.606694	-0.568687	0	1.77879	0.473725	2.252513	1.59031	0.431486	0.825225
9080	-957.8847	-932.4383	-25.44641	0.749521	1.29968	0.879049	3.63441	1.17733	1.3303	5.65972	5.62511	3.22064	7.24348	0.873521	1.5147	1.02448	2.03551	0.659384	0.745055	0.749521	1.29968	0.879049	0	0	0	0	0.675047	0.217925	0.0473118	-0.410613	0.190512	0.0377046	0	-0.377425	0.5196297	1.440597	0.8580463	1.785502	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	-0.0650124	0	-0.418149	0.304175	0	0	0	1.7855	0.51963	2.305132	2.03551	0.659384	0.745055
9090	-959.1403	-934.4343	-24.706	0.307636	0.538737	0.684293	3.37519	1.12553	1.45824	5.97983	6.08021	3.89983	7.97214	0.635553	1.11299	1.4137	1.83881	0.613191	0.794452	0.307636	0.538737	0.684293	0	0	0	0	0.578841	0.0605127	0	-0.759941	-0.949454	0.410651	-0.132435	-0.299751	0.9493531	1.073317	0.4840449	1.769408	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	-0.179783	0	0	0	0	-0.110065	0	1.76941	0.949353	2.718761	1.83881	0.613191	0.794452
9100	-962.2934	-937.2958	-24.99763	1.44457	1.66482	2.04422	4.15731	0.692182	1.46382	5.43571	6.07429	2.64451	7.07044	1.19315	1.37507	1.68843	2.06413	0.343672	0.726797	1.44457	1.66482	2.04422	0	0	0	0	0.993126	0	0.175382	0	-0.523885	0	0.113981	-0.405242	0.3572142	1.282027	1.210716	1.615005	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	-0.418492	-0.0383055	0	0	0.509453	-0.662468	0	1.615	0.357214	1.972219	2.06413	0.343672	0.726797
9110	-957.1311	-933.5908	-23.54027	0.667732	1.6215	0.98786	3.59939	0.734421	1.57499	4.93611	5.84223	2.53824	6.56176	0.652926	1.58554	0.965957	1.79408	0.366065	0.78504	0.667732	1.6215	0.98786	0	0	0	0	-1.1151	0.53976	0	0	1.2646	0	0	-0.310382	0.3061775	1.228038	1.022675	1.608734	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	-0.0366663	0	0.181357	0	0	-0.662468	0	1.60873	0.306177	1.914912	1.79408	0.366065	0.78504
9120	-960.1776	-936.8154	-23.36228	0.28546	0.28546	0.28546	3.75078	0.513624	1.36918	5.10734	5.56345	2.93931	6.70541	1	1	1	2.17676	0.298081	0.794601	0.28546	0.28546	0.28546	0	0	0	0	0.824246	1.24519	0	0.138978	0	0	-0.551967	-0.314247	0.5061269	0.8939758	0.2854598	1.381684	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1.56612	0	0	0	0	-0.662468	0	1.38168	0.506127	1.887811	2.17676	0.298081	0.794601
9130	-958.0517	-933.6598	-24.39193	0.266096	0.970189	0.386032	3.21677	1.28139	1.43508	5.35313	6.14562	5.00021	8.00215	1	3.64601	1.45073	1.93304	0.770022	0.862379	0.266096	0.970189	0.386032	0	0	0	0	0	-1.62129	0.729208	0	0	0	0	-0.349997	0.9809387	1.152386	0.2660957	1.808531	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0	-1.01782	0	0	0.921571	0.372064	0	0.124849	1.80853	0.980939	2.789469	1.93304	0.770022	0.862379
9140	-961.5222	-934.8477	-26.67448	0.82166	2.21014	1.0918	3.73599	1.84632	1.60845	7.14981	6.61882	3.97339	8.65197	1.20467	3.24039	1.60074	2.40695	1.18951	1.03626	0.82166	2.21014	1.0918	0	0	0	0	0.798585	0	0	0	-0.552388	0	0	-0.466433	0.6864215	1.726526	0.6820617	2.230352	1	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0.0662992	-1.22965	0	0	0.921695	0.455334	0.288887	0.399317	2.23035	0.686421	2.916773	2.40695	1.18951	1.03626
9150	-958.5695	-932.8055	-25.76398	1.08999	1.94136	1.82364	3.93365	1.06904	1.23114	5.8934	6.61356	7.06245	8.64662	0.694918	1.2377	1.16265	2.27386	0.61796	0.711666	1.08999	1.94136	1.82364	0	0	0	0	-1.57686	-0.225703	0	-0.319738	0	0.193273	0	-0.436227	1.188998	1.667207	1.568518	1.729946	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1.77295	0	0	0	0	0	0	1.72995	1.189	2.918944	2.27386	0.61796	0.711666
9160	-958.6833	-932.7653	-25.91796	1.04538	2.50015	1.53619	4.16476	0.941308	1.81367	5.96371	6.8734	4.07253	8.41013	0.657728	1.57303	0.966532	1.80017	0.406871	0.78394	1.04538	2.50015	1.53619	0	0	0	0	0.421916	-0.441579	0	-0.790792	1.24287	0	0	-0.312182	0.7048495	1.500783	1.589379	1.922913	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	-0.41398	-0.629779	0	0	0	0	-0.554799	0	1.92291	0.704849	2.627763	1.80017	0.406871	0.78394
9170	-958.5697	-935.7372	-22.83253	0.634316	1.52246	0.933598	3.10935	1.1391	1.27006	7.60897	7.01305	6.6116	10.4813	0.656602	1.57595	0.966397	1.88358	0.690046	0.769376	0.634316	1.52246	0.933598	0	0	0	0	0.940197	0	0	0	1.24795	0	0	-0.336232	2.344382	1.765475	0.9660599	1.650766	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	-0.35366	0	0	0	0	0	1.65077	2.34438	3.995147	1.88358	0.690046	0.769376
9180	-958.3117	-935.5382	-22.77343	0.892565	1.06066	0.892565	3.56331	0.606754	0.850377	5.8589	6.10252	4.36385	8.00126	1	1.18833	1	2.75446	0.469025	0.657348	0.892565	1.06066	0.892565	0	0	0	0	0	0	0.135619	0	0	0	0	-0.538048	1.413861	1.447606	0.8925651	1.225065	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0	-0.163265	0.37972	-0.0872068	0	0.17255	0	-0.163419	0	1.22507	1.41386	2.638927	2.75446	0.469025	0.657348
9190	-963.4812	-935.8209	-27.66027	1.68174	1.99167	1.81212	4.37796	0.713198	1.02994	6.70627	5.96745	4.36755	7.9977	0.921942	1.09185	0.993418	2.96602	0.483183	0.697774	1.68174	1.99167	1.81212	0	0	0	0	2.30787	1.34167	0	0	0.241098	0	-0.540948	-0.48051	0.8768483	1.758067	1.824122	1.476041	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	-1.59199	0	0	0	0	0	0	0	1.47604	0.876848	2.352889	2.96602	0.483183	0.697774
9200	-957.9562	-934.54	-23.41621	1.16312	2.59709	1.26397	4.23464	1.55639	1.17113	6.36162	5.92114	3.12365	7.69073	1	2.23285	1.0867	2.76766	1.01722	0.765422	1.16312	2.59709	1.26397	0	0	0	0	0	0.295771	0	0	0	0	0.12748	-0.563407	0.3438215	1.834489	1.163125	1.976268	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0.720133	0.0831477	0.41679	0.175478	1.97627	0.343822	2.320089	2.76766	1.01722	0.765422
9210	-965.1413	-935.8159	-29.32541	1.51926	2.51646	0.744823	3.76408	1.25282	0.973352	5.6596	5.53138	5.29658	7.50772	1.45363	2.40776	0.712651	2.60249	0.866203	0.672978	1.51926	2.51646	0.744823	0	0	0	0	-0.815227	0	0.753327	-0.12809	1.10125	-0.395771	0	-0.507911	0.7559165	2.06591	1.045145	1.661903	1	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	-1.75773	0	-0.242917	0	0.914001	0	0.41679	0	1.6619	0.755916	2.417819	2.60249	0.866203	0.672978
9220	-955.2177	-933.7023	-21.51537	0.712307	1.03831	0.593593	3.86874	0.792663	0.941236	5.24987	5.44977	3.57621	6.83005	1	1.45768	0.83334	2.71717	0.55672	0.661068	0.712307	1.03831	0.593593	0	0	0	0	0.720981	-0.786052	0	-0.503864	0	0	0	-0.53081	0.5964692	1.169184	0.7123067	1.42381	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0.559158	-0.182314	0	0	1.42381	0.596469	2.020279	2.71717	0.55672	0.661068
9230	-960.9512	-937.0839	-23.86733	0.712307	1.64129	0.870769	2.97358	1.31066	1.45251	5.89156	6.229	5.29345	8.62221	1	2.3042	1.22246	1.81829	0.801446	0.88818	0.712307	1.64129	0.870769	0	0	0	0	0.0360643	-0.36083	-0.0791398	0	0	0	0	-0.317498	1.364265	1.17073	0.7123067	1.782228	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	-0.307482	0.633864	0.200868	0	0.128988	1.78223	1.36427	3.146493	1.81829	0.801446	0.88818
9240	-960.5617	-934.5318	-26.0299	0.618004	1.86615	1.08197	3.47274	2.02388	2.15069	6.76059	6.84574	5.31471	9.45803	0.625694	1.88937	1.09544	1.41788	0.826331	0.878106	0.618004	1.86615	1.08197	0	0	0	0	0.214249	-0.0640162	-0.400157	0	1.39099	0	-0.00228197	-0.185008	0.8536768	1.229957	0.9877099	2.472549	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	0	-0.233037	0	0	0	0.129251	0	0.0142094	2.47255	0.853677	3.326226	1.41788	0.826331	0.878106
9250	-958.803	-932.7745	-26.02846	0.672016	2.63052	0.761881	3.4946	1.37588	1.52212	5.8259	6.19783	4.47294	8.19038	0.872312	3.41455	0.988962	1.79993	0.708659	0.783984	0.672016	2.63052	0.761881	0	0	0	0	-0.818004	0	0.0576482	0	0.405253	0	0	-0.312109	0.8498558	1.803753	0.7703848	1.941521	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	-0.46508	0.229245	-0.468968	0.119485	1.08034	0	0	0	1.94152	0.849856	2.791376	1.79993	0.708659	0.783984
9260	-964.0251	-939.4172	-24.60796	1.10489	1.11962	1.11801	4.4574	1.11278	1.32558	5.96512	6.19335	5.74132	7.81478	0.991683	1.00491	1.00346	2.76811	0.691052	0.823202	1.10489	1.11962	1.11801	0	0	0	0	-0.147837	0	0	0	0	0.00443485	0	-0.540673	0.4901777	0.8497615	1.114153	1.873408	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	-2.60537	-0.446364	0	0	0	0	0	0.227035	1.87341	0.490178	2.363585	2.76811	0.691052	0.823202
9270	-960.7384	-938.7861	-21.95227	0.577915	1.29385	0.98738	4.29109	0.682611	0.816899	5.96275	6.09703	2.79992	7.40868	0.558223	1.24976	0.953736	3.20822	0.510353	0.610752	0.577915	1.29385	0.98738	0	0	0	0	0	0	0	0	1.72948	0	0.0621578	-0.630154	0.7637853	1.314162	1.035276	1.337529	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	-0.273697	0	0	0	-0.407411	0	0	0	1.33753	0.763785	2.101314	3.20822	0.510353	0.610752
9280	-962.4482	-937.1669	-25.2813	0.886065	1.77113	1.77113	3.13301	0.717662	0.948571	5.16907	5.35754	6.32183	7.47658	1	1.99887	1.99887	2.32782	0.533222	0.704787	0.886065	1.77113	1.77113	0	0	0	0	1.27302	-0.863792	0	0	0	0	0	-0.448682	1.317303	2.472317	0.8860652	1.287213	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	-0.106787	-0.716915	0	0	0.69258	-0.133743	0	1.28721	1.3173	2.604515	2.32782	0.533222	0.704787
9290	-958.9546	-937.5265	-21.42814	0.5491	1.12199	0.5491	3.98035	0.689425	0.833687	6.8246	7.32877	3.39328	8.73767	1	2.04333	1	3.02077	0.523219	0.632702	0.5491	1.12199	0.5491	0	0	0	0	-0.595832	0	0	0	0	0	0	-0.587056	1.526018	2.40713	0.5491003	1.317661	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	-0.716915	0	0.714579	0	0	0	1.31766	1.52602	2.843679	3.02077	0.523219	0.632702
9300	-965.9518	-937.0186	-28.93324	0.510782	0.252928	0.332799	3.66835	0.391924	0.788327	4.62195	5.01835	9.79317	6.18402	1.35386	0.670401	0.882104	3.23787	0.345931	0.695816	0.510782	0.252928	0.332799	0	0	0	0	0	0	-1.208	0	0	-0.160879	-0.741599	-0.49116	0.7722897	1.758335	0.3772787	1.04262	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	-0.195375	2.53472	-0.716915	-0.202716	-0.222366	0	-0.24927	0	1.04262	0.77229	1.81491	3.23787	0.345931	0.695816
9310	-964.0714	-934.9651	-29.10628	0.0552575	0.4789	0.475282	3.45686	0.713473	1.33627	5.62313	6.84048	6.84701	8.90644	0.0984117	0.852904	0.846461	2.13769	0.441206	0.826335	0.0552575	0.4789	0.475282	0	0	0	0	0	-0.996789	-1.22495	0	0	1.23124	-0.741599	-0.270685	1.63924	1.821163	0.5614932	1.488164	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0.0352634	0	-0.716914	0	-0.390904	-1.12675	-0.24927	0	1.48816	1.63924	3.127404	2.13769	0.441206	0.826335
9320	-960.0206	-935.3909	-24.62971	0.272287	0.582088	0.294339	3.11733	0.745966	1.36766	5.1021	5.7992	3.68181	7.27574	1	2.13777	1.08099	1.79074	0.428518	0.785647	0.272287	0.582088	0.294339	0	0	0	0	0	-0.171702	0	0.289875	0	0	0	-0.309391	0.9646267	1.334545	0.2722867	1.470595	0	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0.696236	0.720165	-0.716917	0	0.68189	0.0778749	-0.506042	0	1.47059	0.964627	2.435221	1.79074	0.428518	0.785647
9330	-966.7927	-938.0165	-28.77618	0.662382	0.79397	1.24495	4.35684	0.70614	1.77206	6.34075	8.60626	3.17435	8.6721	0.793569	0.951218	1.49152	1.88925	0.306203	0.768418	0.662382	0.79397	1.24495	0	0	0	0	-2.55401	0	-0.450153	0	0.685906	0	0	-0.337829	0.8769785	2.276117	0.8346881	1.760006	1	0	1	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	-0.716917	0	-0.718595	0.418581	-0.810748	0	1.76001	0.876979	2.636984	1.88925	0.306203	0.768418
9340	-965.3223	-935.9302	-29.39209	0.900295	1.52542	1.13626	3.03021	0.875758	1.91241	3.98693	5.04598	4.39886	6.038	0.77619	1.31514	0.979625	1.68014	0.485577	1.06036	0.900295	1.52542	1.13626	0	0	0	0	0.0897557	-0.777078	-0.771145	0	0.751593	0	0.0352828	-0.281854	0.1288805	2.173898	1.15989	1.718485	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	-0.275531	1.73474	-0.716917	0	0	0	-0.703633	0.279353	1.71848	0.128881	1.847365	1.68014	0.485577	1.06036
