Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
9350	-961.0568	-934.1227	-26.93414	0.940283	0.940283	0.940283	3.97438	0.546215	1.27113	4.94386	5.51113	9.65285	6.61341	1	1	1	2.27164	0.3122	0.72654	0.940283	0.940283	0.940283	0	0	0	0	1.79748	0	0	0	0	0	0	-0.435708	0.4956752	2.173898	0.9402829	1.402623	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	-2.491	0	-0.716914	0	0	0	-0.703633	0.0202806	1.40262	0.495675	1.898299	2.27164	0.3122	0.72654
9360	-955.5092	-933.5515	-21.95772	0.924668	2.05121	1.5041	3.889	1.13318	1.2952	5.81929	6.05704	3.01816	7.42494	1	2.21833	1.62664	2.17611	0.634077	0.724732	0.924668	2.05121	1.5041	0	0	0	0	-0.350136	0	0.3384	0	0	0	0	-0.412893	0.5227059	1.725202	0.9246678	1.787138	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	-0.21797	0	0	0.310238	0.486515	0	0	1.78714	0.522706	2.309844	2.17611	0.634077	0.724732
9370	-964.2644	-938.841	-25.42346	0.727718	1.34355	1.25718	4.36172	1.2379	1.24582	6.21676	6.15466	3.27818	7.80677	0.679346	1.25425	1.17361	2.3106	0.655772	0.659966	0.727718	1.34355	1.25718	0	0	0	0	0	0.349912	0.718712	0.863827	0	0.205308	0.411943	-0.51848	0.4539827	1.334947	1.071202	1.887697	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	-0.684284	0	-0.24096	0.487345	0	0	0	0	1.8877	0.453983	2.34168	2.3106	0.655772	0.659966
9380	-963.0627	-937.9297	-25.13306	0.176904	0.176121	0.176558	3.00316	1.0207	1.35092	4.38824	5.1424	5.97813	6.60183	1.00213	0.997697	1.00017	2.47984	0.842834	1.11551	0.176904	0.176121	0.176558	0	0	0	0	-1.62735	-1.01654	0	0	-0.00632546	0	0	-0.482275	0.6171778	0.6612146	0.1765276	1.60584	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	-0.9065	0.518593	0	0.408736	0	0	-0.124211	0.485366	1.60584	0.617178	2.223018	2.47984	0.842834	1.11551
9390	-958.5569	-935.6411	-22.91577	0.82326	1.03969	0.467087	3.88173	0.981127	0.899323	6.73741	6.90329	3.22801	8.36574	1.49302	1.88552	0.847082	2.81279	0.710946	0.651669	0.82326	1.03969	0.467087	0	0	0	0	-0.478719	0	0	0	0	-0.212835	0	-0.549175	1.229121	1.030873	0.5514074	1.507378	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0.709512	0.493271	0	0	0.869043	0	0.264799	0	1.50738	1.22912	2.736499	2.81279	0.710946	0.651669
9400	-956.947	-933.9426	-23.00439	0.619818	1.88694	0.791808	3.50874	1.50308	1.47376	6.51992	6.4906	4.48494	8.74773	1	3.04435	1.27749	1.83366	0.785507	0.770185	0.619818	1.88694	0.791808	0	0	0	0	0	0	0	-0.343928	0	0	0.0603045	-0.332765	1.066393	1.030873	0.6198179	1.980855	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0.713828	0.868393	0.244894	0.103766	0	1.98085	1.06639	3.047248	1.83366	0.785507	0.770185
9410	-959.815	-934.1741	-25.64087	0.49962	1.77142	0.743434	3.35557	1.63104	1.79297	6.01877	6.1807	10.3512	9.09229	1	3.54554	1.488	1.73458	0.843129	0.926837	0.49962	1.77142	0.743434	0	0	0	0	0	0	0	0	0	0	0	-0.292472	1.205789	1.885941	0.4996199	2.140926	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	-1.9038	0	-0.355015	-0.0188633	0.868256	0.397433	0	0.152077	2.14093	1.20579	3.346714	1.73458	0.843129	0.926837
9420	-959.5804	-933.3216	-26.25888	1.52068	2.89118	1.21077	3.99378	1.48977	1.19594	5.94754	5.90137	3.48555	7.63058	0.987839	1.87812	0.786523	1.93698	0.722535	0.580027	1.52068	2.89118	1.21077	0	0	0	0	-0.847212	-0.604663	0.552844	0	0	0.00649758	0	-0.351077	0.4490845	1.73074	1.5394	1.923404	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0.868301	-0.2452	0.333317	-0.270929	1.9234	0.449084	2.372488	1.93698	0.722535	0.580027
9430	-954.8459	-932.2907	-22.55526	0.545076	1.27773	1.18045	3.52955	1.37343	1.47733	5.84607	5.94997	3.79386	7.79495	0.630791	1.47866	1.36608	1.52854	0.59479	0.639785	0.545076	1.27773	1.18045	0	0	0	0	0	0	-0.579365	-0.365889	0	0.244687	0	-0.225321	0.6668721	1.140053	0.8641153	1.927528	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0.446395	0	0.12115	0	-0.270929	1.92753	0.666872	2.5944	1.52854	0.59479	0.639785
9440	-958.4402	-936.8519	-21.58834	0.388599	0.303324	0.41202	3.20156	1.29801	1.43142	5.79657	6.19986	6.35994	8.69071	0.938286	0.732387	0.994838	1.76696	0.716377	0.790008	0.388599	0.303324	0.41202	0	0	0	0	0	-0.549253	0	-0.0560581	0.188968	0	0	-0.302293	1.327627	1.080551	0.4141579	1.811906	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0.351665	0	0	-0.380321	0	0	0	1.81191	1.32763	3.139533	1.76696	0.716377	0.790008
9450	-959.5109	-935.3346	-24.17624	0.738061	1.55779	0.569761	3.40111	1.49895	1.76282	5.25717	5.52104	7.69893	7.50246	1	2.11065	0.77197	1.63587	0.720966	0.847883	0.738061	1.55779	0.569761	0	0	0	0	0	0	0	0	0	0	-0.232268	-0.219781	0.4718644	0.8284459	0.7380609	2.07908	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	-0.710287	1.80942	0	0.335188	1.0058	-0.25881	0	0	2.07908	0.471864	2.550944	1.63587	0.720966	0.847883
9460	-962.1229	-932.6326	-29.49026	0.867724	2.82076	1.2926	3.63051	1.55467	1.41504	5.2233	5.14313	4.09763	6.75431	1.21472	3.94875	1.80949	1.48507	0.635945	0.578826	0.867724	2.82076	1.2926	0	0	0	0	-0.773167	-2.14912	0	0	-0.577026	0	0	-0.210003	0.08513893	1.451995	0.7143417	1.9989	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	-0.919761	0	0.00696884	0.351648	1.00647	0.577242	0.162076	-0.383004	1.9989	0.0851389	2.084039	1.48507	0.635945	0.578826
9470	-960.8739	-937.0692	-23.80475	0.813427	2.49928	2.21302	3.97027	2.04863	2.20091	6.18308	6.38464	4.61793	8.56133	0.492734	1.51394	1.34054	1.51772	0.78313	0.841346	0.813427	2.49928	2.21302	0	0	0	0	-0.323518	-0.518902	0	-0.780007	0	0.375854	0	-0.221549	0.1624682	1.23548	1.650846	2.615944	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	-0.244853	0	0	-0.0391948	0	0	0	0	2.61594	0.162468	2.778413	1.51772	0.78313	0.841346
9480	-957.3008	-932.8069	-24.49393	0.69253	2.48244	1.89972	3.80774	1.49398	1.6534	6.22258	6.66274	4.14608	8.50095	0.46677	1.67318	1.28042	1.80387	0.707752	0.783274	0.69253	2.48244	1.89972	0	0	0	0	0	-0.773202	0.393091	-0.271847	0.409035	0.331379	0	-0.313271	0.7293588	1.665458	1.483664	2.110876	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	-0.872802	0	0	0	0	0	0	2.11088	0.729359	2.840235	1.80387	0.707752	0.783274
9490	-954.1041	-931.4679	-22.63621	1.11061	2.66367	1.55949	3.81746	1.65312	1.81006	6.03079	6.24486	3.97565	8.12199	0.691104	1.65753	0.970427	1.69505	0.73403	0.803716	1.11061	2.66367	1.55949	0	0	0	0	-0.374624	0	0	0	1.09603	0	0	-0.28023	0.3967585	1.93577	1.607011	2.252118	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	-0.296085	0	0.105847	0	0	0	2.25212	0.396759	2.648876	1.69505	0.73403	0.803716
9500	-961.7152	-936.7885	-24.92675	1.04417	1.55603	1.4902	4.40909	1.77884	1.85991	7.59863	7.92102	5.84598	10.6143	0.777609	1.15879	1.10977	1.93963	0.782539	0.818206	1.04417	1.55603	1.4902	0	0	0	0	0	-0.458819	0	0	0	0.13357	0	-0.351804	1.212841	1.245237	1.342799	2.443389	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0.29459	0.176157	-0.0327225	0	0	0	0.0692907	0.0736768	2.44339	1.21284	3.65623	1.93963	0.782539	0.818206
9510	-959.2264	-935.4692	-23.75719	0.751459	2.05622	2.05622	3.4047	1.47317	1.61317	7.82807	6.72481	4.14418	9.0041	1	2.7363	2.7363	1.69593	0.733807	0.803544	0.751459	2.05622	2.05622	0	0	0	0	1.1398	0.731324	-0.0131456	0	0	0	0	-0.280506	1.196172	1.65719	0.7514593	2.007569	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	-0.394376	0	0	0	1.00661	0	0	2.00757	1.19617	3.203741	1.69593	0.733807	0.803544
9520	-963.3997	-936.3619	-27.03779	0.499837	3.60803	1.76416	3.79875	1.64882	1.41457	7.14308	6.90883	3.75128	8.6886	0.758017	5.47168	2.6754	1.9243	0.835228	0.716567	0.499837	3.60803	1.76416	0	0	0	0	0	0	1.32662	0	0.821875	0	0.37283	-0.414329	0.8588944	1.729168	0.6594005	2.069248	0	0	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0.0153909	-0.886719	0	0	0.393418	1.00661	0.141228	0	2.06925	0.858894	2.928142	1.9243	0.835228	0.716567
9530	-960.6671	-934.1177	-26.54944	0.934023	2.55577	2.55577	3.96228	1.60527	1.7704	5.90151	6.16902	4.35812	8.0785	1	2.7363	2.7363	1.76777	0.716186	0.789859	0.934023	2.55577	2.55577	0	0	0	0	0.103167	-0.854705	-1.93084	-1.0708	0	0	0	-0.302535	0.3561121	2.125017	0.9340227	2.241409	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	-0.138601	0	0	1.00661	0	0	2.24141	0.356112	2.597521	1.76777	0.716186	0.789859
9540	-958.4493	-933.3607	-25.08864	0.598614	0.83468	0.805146	3.75988	1.03308	1.49356	5.56645	5.90794	3.73535	7.53729	0.810898	1.13068	1.09067	1.87786	0.515968	0.745957	0.598614	0.83468	0.805146	0	0	0	0	1.18812	-0.409511	0	-1.0708	0	0.11131	0	-0.334618	0.5929108	1.032592	0.738211	1.796843	1	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0.341387	0	0.314522	0	0	0	-0.260324	-0.0321703	1.79684	0.592911	2.389753	1.87786	0.515968	0.745957
9550	-961.1241	-934.6122	-26.51191	1.07591	1.30665	0.903824	4.3592	0.995333	1.42755	5.70955	6.50141	3.87864	7.78403	0.728283	0.884475	0.6118	2.37366	0.541975	0.777325	1.07591	1.30665	0.903824	0	0	0	0	-0.939955	-1.32489	0.420994	0.105736	0.940584	0	-0.635067	-0.345355	0.478383	0.9679196	1.477319	1.836492	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0.575046	0	-0.465588	0	0	1.83649	0.478383	2.314875	2.37366	0.541975	0.777325
9560	-960.0743	-935.5254	-24.54886	0.878011	1.93479	1.11509	3.06192	1.73331	1.47054	6.2833	5.70507	3.8289	7.76947	0.770924	1.69881	0.979083	1.54363	0.873832	0.741359	0.878011	1.93479	1.11509	0	0	0	0	0	0.692247	0	0	0.771789	0	0.715753	-0.358663	0.7102426	1.504844	1.138908	1.98358	0	1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0.900817	0.887489	0	0	0.248622	0	0	0	1.98358	0.710243	2.693822	1.54363	0.873832	0.741359
9570	-958.1129	-935.011	-23.10192	0.560101	1.66137	1.14215	3.69733	1.38229	1.45233	5.14557	5.25005	3.39007	6.71573	0.548842	1.62798	1.11919	1.89541	0.708624	0.744527	0.560101	1.66137	1.14215	0	0	0	0	0	-1.22094	0	0	0.813384	0.172986	0.181092	-0.371975	0.09497393	1.1326	1.020515	1.950669	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0.624472	0	0.130885	0	0	0	0	1.95067	0.0949739	2.045643	1.89541	0.708624	0.744527
9580	-958.1701	-935.3255	-22.84458	0.360355	0.820188	0.730514	3.54807	1.37957	1.57143	5.37388	5.56573	3.28981	7.10736	0.44563	1.01428	0.903383	2.13321	0.829441	0.94479	0.360355	0.820188	0.730514	0	0	0	0	0	0	0	0	0	0.429212	0	-0.40232	0.2869582	0.9992245	0.8086431	1.973983	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	-0.827906	-1.10331	0	0	-0.0231287	-0.436286	0	0.256915	1.97398	0.286958	2.260941	2.13321	0.829441	0.94479
9590	-958.4002	-934.7766	-23.62358	0.90739	1.72099	1.06461	3.47185	1.5606	1.70186	6.78155	6.85044	3.84816	8.46324	0.840358	1.59386	0.985968	1.65565	0.744216	0.811582	0.90739	1.72099	1.06461	0	0	0	0	0	0.122779	-0.753702	0	0.515959	0	0	-0.26774	0.8088691	1.351118	1.079766	2.096971	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0.677763	-0.2648	0	0	0.278098	0	0	0	2.09697	0.808869	2.90584	1.65565	0.744216	0.811582
9600	-958.5904	-933.9732	-24.61715	0.554484	0.931629	0.697219	3.37589	1.4682	1.60684	5.84229	5.54653	3.58039	7.41322	0.779331	1.30941	0.979946	1.69046	0.735197	0.804619	0.554484	0.931629	0.697219	0	0	0	0	0	1.65984	-0.55903	0	0.739614	0	0	-0.278791	0.4574323	1.144647	0.7114871	1.99702	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1.36717	-0.0368725	0.0665904	0	0	0	0	1.99702	0.457432	2.454452	1.69046	0.735197	0.804619
9610	-960.5613	-934.6242	-25.93701	0.311244	0.695497	0.573103	3.93799	1.10734	1.63595	6.07567	6.60428	5.0224	8.61557	0.997369	2.22869	1.83649	2.04566	0.575226	0.849823	0.311244	0.695497	0.573103	0	0	0	0	0	0	0.290434	-0.473109	0.00781405	0	-0.800321	-0.236803	0.9252818	1.123286	0.3120645	1.925051	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	-1.59174	-0.797837	0	0	0.190498	0.60807	0	0	1.92505	0.925282	2.850333	2.04566	0.575226	0.849823
9620	-966.4437	-937.6175	-28.82613	1.27351	2.44093	1.43375	3.34687	1.077	1.38861	6.76583	7.22581	11.2472	10.8084	0.87898	1.68474	0.989574	1.95656	0.629609	0.811775	1.27351	2.44093	1.43375	0	0	0	0	0	-0.178484	0.355521	-0.021418	0.382662	0	-0.41556	-0.282031	2.460204	1.43003	1.448851	1.71059	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	-1.87763	-0.776164	0	0	0.382136	0	0	0	1.71059	2.4602	4.170794	1.95656	0.629609	0.811775
9630	-959.1551	-936.5749	-22.58027	0.968781	1.10192	1.02545	4.63961	0.990197	1.17061	5.94627	6.02159	2.74838	7.28828	0.940003	1.06919	0.994985	2.64816	0.565176	0.668148	0.968781	1.10192	1.02545	0	0	0	0	1.5568	0	0	-0.572248	0.183546	0	0	-0.517148	0.2328159	1.373365	1.030615	1.752017	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	-0.248627	0	0	-0.246798	0	0	0	0	1.75202	0.232816	1.984833	2.64816	0.565176	0.668148
9640	-954.4877	-932.7292	-21.75851	1.4233	2.93593	1.24422	4.27992	1.26169	1.44026	6.35788	6.53645	3.93859	8.37343	1.15762	2.38789	1.01196	2.1602	0.636809	0.726938	1.4233	2.93593	1.24422	0	0	0	0	0	0	0	0	-0.434197	0	0	-0.408997	0.6581974	1.311884	1.229511	1.981266	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	-0.415412	0	0	0.445739	1.02867	0	0	0	1.98127	0.658197	2.639463	2.1602	0.636809	0.726938
9650	-954.0974	-932.3158	-21.78161	0.824883	1.89302	1.19028	3.74556	1.01747	1.30459	5.59799	6.10136	2.998	7.31791	0.670904	1.53966	0.968091	2.19456	0.596143	0.764369	0.824883	1.89302	1.19028	0	0	0	0	-0.888463	0	0	0	1.18403	0	-0.339849	-0.356541	0.5905746	1.264456	1.229511	1.706752	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0.420275	0	0	0	0	1.70675	0.590575	2.297327	2.19456	0.596143	0.764369
9660	-960.2037	-937.7786	-22.42506	0.027512	0.383192	0.284478	2.89581	0.554646	1.4252	4.75668	5.69287	3.4331	6.93837	0.190777	2.65718	1.97266	1.65096	0.316215	0.812536	0.027512	0.383192	0.284478	0	0	0	0	-0.189121	0	0.124442	0	0.0394079	0.872671	0	-0.266234	0.9724901	0.7219499	0.14421	1.317915	1	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	-0.178534	-0.0268967	0	0	0	0	-0.857572	0	1.31791	0.97249	2.290405	1.65096	0.316215	0.812536
9670	-957.1309	-937.8531	-19.27779	0.112997	0.0471537	0.112997	2.92843	0.579383	1.48354	4.99482	5.89898	5.236	7.75989	1	0.4173	1	1.61754	0.320027	0.819445	0.112997	0.0471537	0.112997	0	0	0	0	0	0	0	0	0	0	0	-0.255374	1.32241	0.6465349	0.1129971	1.360295	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	-0.757932	0	0	0	-0.87395	0	-0.857572	0	1.3603	1.32241	2.682706	1.61754	0.320027	0.819445
9680	-958.4048	-937.0304	-21.37435	0.20853	0.20853	0.20853	3.32276	0.431685	1.22379	4.42402	5.76608	3.04338	6.5113	1	1	1	2.92464	0.379963	1.07716	0.20853	0.20853	0.20853	0	0	0	0	-1.21711	-0.825366	0.430032	0	0	0	0	-0.569883	0.7236687	0.7934882	0.2085301	1.206308	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-0.857572	0.518697	1.20631	0.723669	1.929977	2.92464	0.379963	1.07716
9690	-967.1356	-937.6424	-29.49324	0.262452	1.28473	0.644311	3.44048	1.16883	1.01444	6.90288	6.64339	11.5139	10.3574	1	4.8951	2.45496	3.75013	1.27403	1.10574	0.262452	1.28473	0.644311	0	0	0	0	0.180958	0	1.70283	0	0	0	-0.77337	-0.563469	2.356351	1.152573	0.2624525	1.597834	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1.36016	0	-0.213025	0.690122	0.898112	0.627097	0.518697	1.59783	2.35635	3.954185	3.75013	1.27403	1.10574
9700	-958.2884	-934.3572	-23.93124	0.394629	0.842934	0.842934	3.3988	1.20327	1.03967	5.80065	5.58473	4.21709	7.69863	1	2.13602	2.13602	3.6539	1.29358	1.11771	0.394629	0.842934	0.842934	0	0	0	0	0.172201	0	0	0	0	0	-0.77337	-0.549663	0.9750765	1.286976	0.394629	1.62005	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	-0.458048	0	-0.217514	0	0	0.758943	0.627097	0.518697	1.62005	0.975077	2.595127	3.6539	1.29358	1.11771
9710	-959.8955	-935.6056	-24.28991	0.29931	0.639331	0.639331	3.46655	1.18974	0.98824	6.29923	5.97396	6.72327	8.77921	1	2.13602	2.13602	3.15434	1.08259	0.899235	0.29931	0.639331	0.639331	0	0	0	0	0.918316	-0.464114	0	-0.175037	0	0	0	-0.610033	1.519399	1.245961	0.29931	1.597366	1	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0.226623	0	0	0	0.758943	0.383004	0.36946	1.59737	1.5194	3.116765	3.15434	1.08259	0.899235
9720	-959.706	-936.968	-22.73806	0.655107	0.865871	0.655107	3.2962	0.77299	0.941493	6.02021	6.57079	4.00877	8.28435	1	1.32172	1	3.15003	0.738713	0.899744	0.655107	0.865871	0.655107	0	0	0	0	0	-0.519638	-0.249038	0	0	0	0	-0.609307	1.543728	0.9327379	0.6551065	1.338654	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0.717785	0.238732	0	0	0.278938	0	0	0.36946	1.33865	1.54373	2.882382	3.15003	0.738713	0.899744
9730	-962.1623	-937.512	-24.65025	0.68819	0.38101	0.68819	3.71395	0.645137	0.779888	4.71397	5.09485	5.05844	6.20112	1	0.55364	1	3.01529	0.523776	0.633178	0.68819	0.38101	0.68819	0	0	0	0	-0.842762	-0.895948	-1.03722	0.0400172	0	0	0	-0.586092	0.5537492	0.8946762	0.6881898	1.231705	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	-1.54329	-0.122171	0	0	-0.59124	0	0	0	1.2317	0.553749	1.785454	3.01529	0.523776	0.633178
9740	-961.6421	-935.6294	-26.01267	0.694594	1.8998	1.11338	3.89202	0.790329	0.941863	5.89751	5.87189	3.26861	7.48202	0.631501	1.72723	1.01225	2.77494	0.56349	0.671531	0.694594	1.8998	1.11338	0	0	0	0	1.39306	-0.591424	-0.419037	0	1.36358	0	0	-0.541982	0.8773272	1.515486	1.099909	1.425575	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0.826366	0	0	0	0	0.049518	0	0.0244142	1.42558	0.877327	2.302903	2.77494	0.56349	0.671531
9750	-960.052	-935.3624	-24.68964	1.18184	1.58056	0.91738	3.8365	0.830251	1.12969	6.02809	5.96083	9.85283	8.41558	1.31746	1.76194	1.02265	2.50362	0.541804	0.737209	1.18184	1.58056	0.91738	0	0	0	0	1.21064	0	0	0	-0.817886	0	-0.449904	-0.406807	1.359006	1.592376	0.8970579	1.532383	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	-1.46961	0	0	0	0.86452	0	0	0	1.53238	1.35901	2.891389	2.50362	0.541804	0.737209
9760	-958.4928	-933.6978	-24.79494	0.851777	2.11856	2.04692	4.21353	1.52348	1.70104	6.50046	6.89721	6.1458	9.20827	0.853283	2.1223	2.05054	1.89924	0.686706	0.766742	0.851777	2.11856	2.04692	0	0	0	0	0	-0.733345	-0.0542813	0	0.0213493	0.0804334	0	-0.340629	0.8650573	1.427363	0.9982349	2.218534	0	1	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0.43714	0	0.634585	0	0.655971	0	0	2.21853	0.865057	3.083591	1.89924	0.686706	0.766742
9770	-958.7286	-934.0796	-24.64894	0.713539	1.33734	0.941574	3.40464	1.29095	1.43646	6.5493	6.22408	7.65693	9.35122	0.739457	1.38592	0.975774	1.8616	0.705872	0.785435	0.713539	1.33734	0.941574	0	0	0	0	1.1301	0	0	0	0.895415	0	0	-0.33	1.562689	1.38313	0.9649508	1.848242	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	-1.3872	-0.677872	0	0	0	0	0	0.0157991	1.84824	1.56269	3.410931	1.8616	0.705872	0.785435
9780	-955.1434	-933.5243	-21.61908	0.956543	2.47827	1.79609	3.36009	1.73841	1.80453	5.82153	5.88765	4.26597	7.98758	0.758098	1.96412	1.42347	1.53248	0.79286	0.823016	0.956543	2.47827	1.79609	0	0	0	0	0	0	0	0	0.821559	0	0.107922	-0.246008	0.5112598	1.520671	1.261768	2.192582	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0.0854909	0	0	0.375601	0	0	2.19258	0.51126	2.703842	1.53248	0.79286	0.823016
9790	-960.321	-931.59	-28.73103	0.934794	1.80262	1.23856	3.93998	0.716838	1.66028	5.02461	5.96805	6.57575	7.17733	0.739202	1.42545	0.979408	1.81485	0.330194	0.764765	0.934794	1.80262	1.23856	0	0	0	0	0	0	0	0	0.896437	0	-0.807895	-0.171876	0.4781099	1.675486	1.264599	1.67378	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	-1.43197	1.00302	-0.222027	0.212825	0.024006	0.00374591	-0.467669	-0.156294	1.67378	0.47811	2.15189	1.81485	0.330194	0.764765
9800	-964.6895	-934.8155	-29.87402	1.34673	2.64875	0.874858	4.07123	1.15413	1.70767	5.75136	6.12377	3.52533	7.66166	0.922409	1.8142	0.599212	2.03359	0.576494	0.852985	1.34673	2.64875	0.874858	0	0	0	0	1.62835	0	1.20393	0	-1.35305	0.285095	-0.807895	-0.232306	0.3444237	1.84271	1.460013	2.001989	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	-0.154938	0	0	1.54574	-0.7715	0	0	2.00199	0.344424	2.346412	2.03359	0.576494	0.852985
9810	-965.68	-936.1027	-29.57722	0.961224	1.62652	0.457651	3.55474	0.974628	1.44729	5.25879	5.55456	2.57899	6.54258	0.968508	1.63885	0.461119	2.07686	0.569427	0.845582	0.961224	1.62652	0.457651	0	0	0	0	1.07148	0	1.23614	-0.865652	0.0949248	0	-0.807895	-0.243485	0.2607863	1.414065	0.9924791	1.711595	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1.79038	0	0	-0.612299	1.2309	-0.7715	0	0	1.71159	0.260786	1.972381	2.07686	0.569427	0.845582
9820	-960.0937	-934.2241	-25.8696	1.03038	1.63122	0.476365	3.68765	1.40331	1.47577	5.92917	6.00164	3.63859	7.78276	1	1.58312	0.462319	1.70252	0.647882	0.68134	1.03038	1.63122	0.476365	0	0	0	0	0	0	0	0.0501377	0	0	-0.807895	-0.137947	0.5733106	1.203237	1.030381	1.969279	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0.544358	0.445748	0	0	1.2309	-0.7715	0.310887	-0.298258	1.96928	0.573311	2.542589	1.70252	0.647882	0.68134
9830	-960.8023	-936.7886	-24.01372	0.4281	0.206836	0.310517	3.83737	1.15232	1.3902	6.16379	6.40167	3.71662	8.14104	1.41838	0.685289	1.02881	2.25562	0.677336	0.817161	0.4281	0.206836	0.310517	0	0	0	0	0	0	-1.93257	-0.251668	-1.03685	0	-0.807895	-0.287332	0.8302163	0.6829567	0.3018231	1.831868	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0.1736	0	0	0.221917	0	1.83187	0.830216	2.662084	2.25562	0.677336	0.817161
9840	-958.7349	-935.1762	-23.55867	0.339924	0.964922	0.431062	3.75229	0.76734	1.17627	6.03962	6.44855	3.8076	8.1304	0.845375	2.39971	1.07203	2.49862	0.510965	0.783265	0.339924	0.964922	0.431062	0	0	0	0	0	0	0	-0.345356	0	0.0891993	-0.807895	-0.341663	1.148443	0.6630874	0.402099	1.501746	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0.531668	0.735685	0.691875	0	0.776927	0	0	0	1.50175	1.14844	2.650189	2.49862	0.510965	0.783265
